epoch,train_loss,val_loss,val_auc_roc,val_f1
1,0.5638666041195393,0.4476759306022099,0.9402360106585459,0.7017543859649122
2,0.3749653846025467,0.3803572356700897,0.9668823753330795,0.7865168539325843
3,0.3317753059257354,0.30655710079840254,0.9703083365055196,0.8433734939759037
4,0.2643484029062425,0.20576884198401654,0.9722116482679863,0.8529411764705882
5,0.44712389706234845,0.26861564522343023,0.9645984012181196,0.8307692307692308
6,0.1531814793444742,0.3098404199949333,0.9783022459078797,0.8860759493670886
7,0.3596032902465335,0.3231783670240215,0.9645984012181195,0.7017543859649122
8,0.38795469644745545,0.4013231670251116,0.9600304529881996,0.6896551724137931
9,0.25141380042935324,0.20993067151201622,0.979824895317853,0.8918918918918919
10,0.1497109611924056,0.3112907792840685,0.9680243623905597,0.8395061728395061
11,0.12483243471693381,0.19946395632411754,0.9790635706128664,0.8888888888888888
12,0.3402783044647159,0.35453022590705324,0.976398934145413,0.8604651162790697
13,0.2294621420733165,0.18432575337854878,0.9760182717929197,0.9166666666666666
14,0.24729398676624573,0.21119652023272856,0.9824895317853064,0.8918918918918919
15,0.14619284465775959,0.21788243364010537,0.9817282070803197,0.8767123287671232
16,0.2871807368147919,0.21245624564055884,0.9790635706128664,0.8571428571428571
17,0.10393893893342465,0.24875485730756605,0.9703083365055197,0.8888888888888888
18,0.12090702593559399,0.3703193359875253,0.9630757518081461,0.7
19,0.2656951796629333,0.3284900485138808,0.9840121811952798,0.9113924050632911
20,0.214043146756012,0.21929730581385748,0.9760182717929197,0.8695652173913043
21,0.13258555634612484,0.3259894674244736,0.9722116482679863,0.78125
22,0.1675630217401444,0.2777946245457445,0.9630757518081463,0.6666666666666666
23,0.18058244504313084,0.180049774037408,0.979824895317853,0.8888888888888888
24,0.16265485019539483,0.3475337740299957,0.9725923106204797,0.711864406779661
25,0.17931390751618892,0.19041921850293875,0.9878188047202132,0.8767123287671232
26,0.13534698390792851,0.23332633743328707,0.975256947087933,0.8888888888888888
27,0.15112597918570309,0.18416126019188336,0.9851541682527598,0.8732394366197183
28,0.11093716423160263,0.16587647795677185,0.9897221164826799,0.9041095890410958
29,0.10428151383530349,0.1955259277352265,0.9885801294251999,0.935064935064935
30,0.13698263394845916,0.1670908954526697,0.9889607917776932,0.8857142857142857
31,0.1372267343769116,0.418686431666304,0.9874381423677198,0.8809523809523809
32,0.12965026340264427,0.24196053535810538,0.9725923106204797,0.8529411764705882
33,0.14435796020552516,0.31950971661509747,0.9881994670727065,0.9487179487179487
34,0.22352700366250897,0.16196502585496222,0.9821088694328131,0.9014084507042254
35,0.09272144213303234,0.2109918019601277,0.9874381423677199,0.9473684210526315
36,0.09195812796055414,0.16523951864136116,0.9889607917776931,0.9041095890410958
37,0.0968958425925978,0.22288686595857143,0.9901027788351733,0.9473684210526315
38,0.07825211119571966,0.2463308713798012,0.9870574800152265,0.8918918918918919
39,0.06805957536198548,0.23504706616846047,0.9908641035401599,0.9473684210526315
40,0.06092966408219321,0.19695070984640292,0.9897221164826797,0.918918918918919
41,0.10077114454386608,0.2126782967575959,0.9912447658926532,0.9473684210526315
42,0.1128222807144214,0.273120448791555,0.9904834411876665,0.935064935064935
43,0.10518458600790836,0.29597753988179776,0.9805862200228398,0.8529411764705882
44,0.13763313723861106,0.16790472822529928,0.9923867529501332,0.9473684210526315
45,0.07650575813542153,0.32460722676478326,0.9904834411876664,0.9230769230769231
46,0.17288699201266614,0.23177353319312846,0.9866768176627332,0.8918918918918919
47,0.13134943390676718,0.25476184259293533,0.9904834411876666,0.9333333333333333
48,0.062294452408813025,0.26734193893415586,0.9874381423677199,0.88
49,0.08684679917184569,0.18864123124097074,0.9897221164826798,0.935064935064935
50,0.08676287380174992,0.24727020119982107,0.9904834411876665,0.9210526315789473
51,0.05716606411259103,0.20484060860638106,0.9901027788351732,0.9066666666666666
52,0.04888616024150646,0.19990957049386843,0.9878188047202131,0.9066666666666666
53,0.03797977443217958,0.22079131712338754,0.9862961553102397,0.9066666666666666
54,0.03976694872835651,0.2218768641884838,0.9855348306052532,0.8918918918918919
55,0.05635206331570381,0.36783014297751443,0.9906737723639132,0.9230769230769231
56,0.05643255563258468,0.2011184405003275,0.9908641035401599,0.935064935064935
57,0.048197381995448395,0.19245652222473705,0.9904834411876665,0.9210526315789473
58,0.034011689056017404,0.24518715151186501,0.9897221164826798,0.9210526315789473
59,0.026551754463330975,0.19746602113757813,0.9874381423677199,0.9210526315789473
60,0.02837607685315951,0.24309302640280553,0.9901027788351732,0.935064935064935
61,0.040801674313732814,0.2679147156221526,0.9889607917776931,0.9090909090909091
62,0.025863023611415365,0.3270055804667728,0.9901027788351732,0.9090909090909091
