epoch,train_loss,val_loss,val_auc_roc,val_f1
1,13.936653963724773,2.306184321641922,0.6730354391371342,0.5811965811965812
2,8.934827454884847,2.780360609292984,0.6750385208012327,0.5811965811965812
3,5.155199933052063,3.1417317427694798,0.6633281972265024,0.6518518518518519
4,2.738180766503016,1.7555325701832771,0.8718027734976888,0.762589928057554
5,1.306626975039641,2.281314465071773,0.8869029275808936,0.4266666666666667
6,0.7794466654459635,0.5528583750128746,0.889060092449923,0.8264462809917356
7,0.49275624454021455,0.4963967949151993,0.8810477657935286,0.7931034482758621
8,0.46246645947297416,0.8352674171328545,0.864406779661017,0.8205128205128205
9,0.5513298730055491,0.3859262466430664,0.913713405238829,0.7920792079207921
10,0.3608312060435613,0.7092961966991425,0.873035439137134,0.816
11,0.40950048168500264,0.5242086993530393,0.9130970724191063,0.7755102040816326
12,0.2726909687121709,0.42796704918146133,0.925115562403698,0.8571428571428571
13,0.5177491734425227,0.7042362950742245,0.8958397534668721,0.7857142857142857
14,0.5032438635826111,1.7259738774882862,0.9053929121725731,0.5432098765432098
15,0.3456307739019394,0.322313129901886,0.9325115562403699,0.8771929824561403
16,0.24392826358477274,0.4263895321637392,0.9192604006163329,0.8571428571428571
17,0.22758120000362397,0.5426238495856524,0.9263482280431433,0.8598130841121495
18,0.27387068172295886,0.3182803578674793,0.939291217257319,0.8828828828828829
19,0.20131604423125585,0.3480652645230293,0.9371340523882896,0.896551724137931
20,0.28546879142522813,0.31149640679359436,0.9362095531587058,0.8739495798319328
21,0.24017669906218847,0.3810682240873575,0.9377503852080123,0.8807339449541285
22,0.18286689991752306,0.9444668125361204,0.9204930662557781,0.8080808080808081
23,0.30117855668067933,0.3635989287868142,0.9543913713405239,0.875
24,0.2539098086456458,0.2705030022189021,0.961171032357473,0.8679245283018868
25,0.19966803913315137,0.4147266112267971,0.9559322033898305,0.84375
26,0.7830167685945829,0.5236453451216221,0.9476117103235747,0.8421052631578947
27,0.36137483070294063,0.4552884572185576,0.9217257318952233,0.8235294117647058
28,0.21690392394860586,0.42884047282859683,0.9394453004622496,0.8598130841121495
29,0.23553592761357625,0.4657467764336616,0.9420647149460709,0.8598130841121495
30,0.21694855441649755,0.3500797338783741,0.9448382126348228,0.8869565217391304
31,0.17588192721207938,0.3956590387970209,0.9442218798151002,0.8703703703703703
32,0.20146310329437256,0.3293064869940281,0.9469953775038521,0.8793103448275862
33,0.1599188655614853,0.5444198085460812,0.9380585516178737,0.8349514563106796
34,0.190244626502196,0.3646965306252241,0.9469953775038521,0.8703703703703703
35,0.16748867680629095,0.5086726672016084,0.9442218798151002,0.8349514563106796
36,0.192859511077404,0.39427480148151517,0.9432973805855162,0.8703703703703703
37,0.19251770480380703,0.3867944194935262,0.9448382126348228,0.8703703703703703
38,0.17177354178080956,0.5020305877551436,0.9426810477657935,0.8118811881188119
39,0.15439311265945435,0.3423729594796896,0.9491525423728815,0.8947368421052632
40,0.18672957966725032,0.44775490276515484,0.9448382126348228,0.8461538461538461
41,0.17076541259884834,0.434931019321084,0.9445300462249615,0.8571428571428571
42,0.14498916926483313,0.4373795008286834,0.9451463790446841,0.8571428571428571
43,0.16003127718965213,0.41764864418655634,0.9457627118644069,0.8490566037735849
44,0.19370516563455265,0.4725144093390554,0.9445300462249614,0.8349514563106796
45,0.1624481442073981,0.41349674947559834,0.9466872110939907,0.8490566037735849
46,0.15085250238577524,0.4751687173265964,0.9448382126348227,0.8235294117647058
47,0.1543921448290348,0.4425721922889352,0.9454545454545454,0.8349514563106796
48,0.1721181809902191,0.3787690936587751,0.9466872110939908,0.8490566037735849
49,0.13524132718642554,0.3936723950318992,0.9469953775038521,0.8490566037735849
50,0.14075343844791252,0.4173812735825777,0.9466872110939908,0.8490566037735849
51,0.14328561474879584,0.41576918587088585,0.9469953775038521,0.8490566037735849
52,0.15518876612186433,0.41181326285004616,0.9469953775038521,0.8490566037735849
53,0.13935501128435135,0.43504657689481974,0.9482280431432974,0.8380952380952381
54,0.15894238998492558,0.41116111911833286,0.9482280431432974,0.8490566037735849
