epoch,train_loss,val_loss,val_auc_roc,val_f1
1,0.5731500864028931,0.7238712906837463,0.9239532019704433,0.6588235294117647
2,0.3500984698534012,0.5834191478788853,0.9470443349753696,0.7051282051282052
3,0.26886139512062074,0.28650423139333725,0.9670566502463054,0.864406779661017
4,0.204850160330534,0.2480173222720623,0.9738300492610839,0.8907563025210085
5,0.21541828910509744,0.23138472065329552,0.9769088669950738,0.8983050847457628
6,0.16682810634374617,0.1842866763472557,0.9802955665024631,0.9217391304347826
7,0.13972231596708298,0.22476043179631233,0.978448275862069,0.907563025210084
8,0.1046265425781409,0.24097653664648533,0.9781403940886699,0.9
9,0.08960399205485979,0.20284420251846313,0.9772167487684729,0.9310344827586207
10,0.09592639716962974,0.23935147747397423,0.976908866995074,0.9152542372881356
11,0.09823253080248832,0.20281443744897842,0.975985221674877,0.9122807017543859
12,0.0648296158760786,0.24529362469911575,0.9747536945812808,0.9310344827586207
13,0.0433790718515714,0.2363724634051323,0.975677339901478,0.9310344827586207
14,0.08097662503520647,0.21068202890455723,0.977216748768473,0.9310344827586207
15,0.08969291880105933,0.21062837168574333,0.9781403940886699,0.9310344827586207
16,0.04626873827849825,0.18545906525105238,0.979371921182266,0.9310344827586207
17,0.046844809564451376,0.22274333517998457,0.977216748768473,0.9230769230769231
18,0.04726828671991825,0.25711256824433804,0.9753694581280787,0.9152542372881356
19,0.06294132005423307,0.2546636899933219,0.9756773399014779,0.9152542372881356
20,0.0341347906117638,0.24226214084774256,0.9769088669950738,0.9230769230769231
21,0.04259794726967812,0.25600202567875385,0.9769088669950738,0.9152542372881356
22,0.027236408522973456,0.218612109310925,0.977216748768473,0.9310344827586207
23,0.039843781773621835,0.23212356213480234,0.977524630541872,0.9230769230769231
24,0.0364924485484759,0.24537315033376217,0.9766009852216748,0.9230769230769231
25,0.018534196292360625,0.24997052736580372,0.9759852216748768,0.9152542372881356
26,0.05668305066258957,0.22993956319987774,0.9778325123152709,0.9310344827586207
27,0.02328401821044584,0.2363560739904642,0.976908866995074,0.9310344827586207
28,0.06367491069249809,0.2508347202092409,0.9778325123152709,0.9152542372881356
29,0.0293179529098173,0.2493136255070567,0.9762931034482759,0.9230769230769231
30,0.0749690500088036,0.2322143381461501,0.977216748768473,0.9310344827586207
31,0.023794844412865737,0.2512050811201334,0.9762931034482758,0.9310344827586207
32,0.016050468587006133,0.23197298124432564,0.9756773399014778,0.9310344827586207
33,0.024126141890883447,0.2529912060126662,0.9747536945812809,0.9310344827586207
34,0.06270300236841043,0.2472431045025587,0.9762931034482758,0.9310344827586207
35,0.014134138271523019,0.23635469563305378,0.9753694581280787,0.9310344827586207
36,0.030717353887545564,0.24039114080369473,0.9759852216748768,0.9310344827586207
