epoch,train_loss,val_loss,val_auc_roc,val_f1
1,20.5871945699056,2.921576589345932,0.6654567453115547,0.5714285714285714
2,11.129405657450357,4.342344146221876,0.7484875983061101,0.7114093959731543
3,8.217003027598063,2.123159259557724,0.8150332728372656,0.7272727272727273
4,5.107498516639073,1.28799611836439,0.941016333938294,0.717391304347826
5,3.1738551537195843,0.607729472219944,0.9582577132486387,0.8813559322033898
6,2.0509708646840106,0.7639000759227201,0.9754990925589836,0.8615384615384616
7,2.1248121234588324,0.4817827893421054,0.970659407138536,0.897196261682243
8,0.9798378559450308,0.3272124230861664,0.9779189352692075,0.918918918918919
9,0.7101957390705744,0.403441512491554,0.9730792498487598,0.8627450980392157
10,0.3865811253587405,0.3280152268707752,0.9618874773139746,0.8807339449541285
11,0.25924492155512174,0.28249720484018326,0.9712643678160919,0.9009009009009009
12,0.24568939656019212,0.21807582443580031,0.9794313369630974,0.9243697478991597
13,0.2570775359869003,0.25891955755650997,0.9633998790078645,0.9217391304347826
14,0.21276515622933706,0.2150194849818945,0.9773139745916516,0.9203539823008849
15,0.18395278677344323,0.2089448943734169,0.9761040532365395,0.9203539823008849
16,0.16836182648936907,0.23302550613880157,0.9754990925589837,0.9107142857142857
17,0.256722225745519,0.20205939188599586,0.9776164549304296,0.918918918918919
18,0.1446390817562739,0.3213722116779536,0.9782214156079855,0.8737864077669902
19,0.14151458255946636,0.2135180328041315,0.9794313369630974,0.9401709401709402
20,0.16987813885013262,0.28352892585098743,0.9767090139140957,0.8867924528301887
21,0.1212584969898065,0.2695917338132858,0.9751966122202057,0.9090909090909091
22,0.1619364621738593,0.28733062371611595,0.9739866908650938,0.8888888888888888
23,0.11117096338421106,0.22774000838398933,0.9812462189957654,0.9298245614035088
24,0.11849607986708482,0.21264408342540264,0.9803387779794313,0.9217391304347826
25,0.247005414031446,0.21363306045532227,0.9770114942528736,0.9401709401709402
26,0.09882058141132195,0.2860607374459505,0.9803387779794314,0.9322033898305084
27,0.13372994444022576,0.23091041296720505,0.9803387779794314,0.9310344827586207
28,0.11886627164979775,0.2173061454668641,0.9812462189957653,0.9401709401709402
29,0.15768533920248348,0.24671222269535065,0.9773139745916515,0.9230769230769231
30,0.11674284134060145,0.22358639165759087,0.9788263762855414,0.9391304347826087
31,0.06429781174908082,0.24579355027526617,0.9770114942528736,0.9401709401709402
32,0.07941863598922888,0.25019776448607445,0.9770114942528736,0.9310344827586207
33,0.06820856886915863,0.2599578984081745,0.9776164549304295,0.9380530973451328
34,0.08719225664778302,0.27024812810122967,0.9830611010284331,0.9310344827586207
35,0.07031194092705846,0.27873717341572046,0.9803387779794313,0.9482758620689655
36,0.10213679477262,0.26262699253857136,0.9812462189957654,0.9391304347826087
37,0.06908026256908974,0.27151951380074024,0.9812462189957653,0.9391304347826087
38,0.09041262828201677,0.28118988312780857,0.9791288566243195,0.9369369369369369
39,0.07801685561425983,0.2723106313496828,0.9794313369630975,0.9391304347826087
40,0.12075935645649831,0.29833429120481014,0.9773139745916515,0.9298245614035088
41,0.09783943147243311,0.2902076654136181,0.9797338173018755,0.9473684210526315
42,0.07789414726818601,0.28688711393624544,0.9821536600120992,0.9401709401709402
43,0.06407273108100829,0.30068816477432847,0.9824561403508771,0.9401709401709402
44,0.16552787976106628,0.2701508514583111,0.9824561403508771,0.9557522123893806
45,0.05008892503101379,0.2730042077600956,0.9821536600120992,0.9391304347826087
46,0.10587593201392641,0.29117320850491524,0.9818511796733213,0.9391304347826087
47,0.03993730266423275,0.2748561128973961,0.9824561403508771,0.9391304347826087
48,0.09315683252643794,0.2763274237513542,0.9821536600120992,0.9391304347826087
49,0.06865667970026455,0.2768038213253021,0.9824561403508772,0.9391304347826087
50,0.07431830363348127,0.2751819361001253,0.9824561403508772,0.9391304347826087
51,0.049003701790934426,0.27918313071131706,0.9815486993345433,0.9391304347826087
52,0.04372211856146654,0.28882044181227684,0.9815486993345433,0.9473684210526315
53,0.039012606996887675,0.27754996437579393,0.9821536600120992,0.9473684210526315
54,0.06238509591203183,0.27922511007636786,0.9812462189957654,0.9391304347826087
55,0.042383158043958244,0.29453018214553595,0.9821536600120992,0.9310344827586207
56,0.06745489736398061,0.2848622277379036,0.9824561403508772,0.9391304347826087
57,0.05010292329825461,0.2845698669552803,0.9818511796733214,0.9391304347826087
58,0.05931543852202594,0.29074394330382347,0.9818511796733214,0.9391304347826087
59,0.03860932401148602,0.2956227418035269,0.9818511796733214,0.9391304347826087
60,0.06171965584314118,0.28935659024864435,0.9821536600120992,0.9391304347826087
61,0.09725510352679217,0.2915721656754613,0.9821536600120992,0.9391304347826087
62,0.04390330359795674,0.28435914032161236,0.9824561403508772,0.9391304347826087
63,0.08736289963902284,0.28414116986095905,0.9818511796733213,0.9391304347826087
64,0.026861736356901627,0.2981677995994687,0.9821536600120992,0.9391304347826087
